,0,1
84,-1,"['play', 'fc', 'undisputed', 'itis', 'hot', 'create', 'player', 'willow', 'jump', 'spin', 'heel', 'kick', 'like', 'real', 'life']"
85,1,"['cheese', 'sun', 'great', 'bottle', 'wine', 'plan', 'sunday']"
86,1,"['beautiful', 'day', 'go', 'hotel', 'get', 'married', 'finalize', 'everything', 'week', 'go']"
87,1,"['disagree', 'boy', 'nut']"
88,1,"['think', 'youre', 'amaze', 'person', 'ever', 'call']"
89,-1,"['oo', 'pretty', 'use', 'front', 'top', 'loading', 'wash', 'machine', 'move', 'new', 'apt', 'top', 'loader']"
90,1,"['another', 'beautiful', 'sunny', 'day', 'london']"
91,-1,"['turned', 'car', 'amp', 'go', 'back', 'think', 'injure', 'dog', 'turn', 'herd', 'carsowner', 'seem', 'unperturbed']"
92,-1,"['decide', 'destiny', 'success', 'area', 'love', 'isnt']"
93,-1,"['ice', 'skate', 'skate', 'still', 'download', 'free', 'twitterville']"
94,1,"['keep', 'keep', 'genus', 'start', 'tonight', 'can', 'not', 'wait']"
95,-1,"['feel', 'pain', 'live', 'apt', 'mos', 'previous', 'tenant', 'cat', 'burn', 'eyesight', 'lung', 'greg']"
96,1,"['last', 'day', 'work', 'tuesday', 'body', 'enormous', 'may', 'induce', 'friday', 'night', 'enjoy', 'last', 'wind', 'trio', 'spell', 'leigh']"
97,1,"['awesome', 'provide', 'hint']"
98,-1,"['back', 'home', 'long', 'long', 'day', 'want', 'throw', 'quite', 'people', 'wall', 'shop', 'never', 'door', 'somebody', 'paper']"
99,1,"['ww', 'ep', 'od', 'vie', 'aes', 'go', 'ace']"
100,1,"['thrill', 'right', 'drove', 'today', 'today', 'tee', 'hee']"
101,1,"['establish', 'employee', 'communication', 'coach', 'session', 'leave', 'office', 'celebrate', 'celebrate']"
102,-1,"['tag', 'irl', 'sms', 'ant', 'boy', 'im', 'afi']"
103,1,"['funny', 'funny', 'guess', 'bryan', 'think', 'overlooked', 'wanted', 'take', 'load']"
104,-1,"['today', 'ill', 'go', 'play', 'sick']"
105,1,"['day', 'drink', 'day', 'drink', 'day', 'today']"
106,1,"['discuss', 'right']"
107,-1,"['rookie', 'blue', 'fail', 'make', 'grade', 'therein', 'headline']"
108,-1,"['oh', 'wish', 'honestly', 'one', 'place', 'entire', 'web', 'could', 'porn', 'free', 'much', 'ask', 'well', 'yes', 'sadly']"
109,-1,"['watch', 'bucket', 'list', 'film', 'make', 'miss', 'melissa', 'like', 'load', 'can', 'not', 'wait', 'tomorrow', 'middle', 'time']"
110,-1,"['itis', 'lucky']"
111,-1,"['foot', 'hurt', 'hurt', 'still', 'still', 'put', 'medicine', 'mom', 'pain', 'bandit', 'not', 'work', 'bad', 'stick', 'stick', 'crap', 'crap']"
112,1,"['thanks', 'thanks', 'hope', 'feel', 'well', 'think', 'gym', 'shut', 'well', 'need', 'sweat', 'iff', 'sickness']"
113,-1,['know']
114,-1,"['extra', 'sleepy', 'morning', 'another', 'long', 'busy', 'day', 'work', 'must', 'wake']"
115,1,"['leave', 'ur', 'go', 'school']"
116,1,"['yeah', 'feel', 'pain']"
117,-1,"['oh', 'agree', 'band', 'already', 'ad']"
118,1,"['leave', 'chili', 'house', 'party']"
119,1,"['well', 'hey', 'awesome', 'day']"
120,-1,"['gh', 'never', 'ate', 'platoon', 'cup', 'feel', 'like', 'isaboutto', 'throw']"
121,1,"['ah', 'day', 'twitter', 'enjoy', 'narrow', 'go', 'sleephopefully']"
122,-1,"['life', 'exhaust', 'boredom', 'exhaust', 'core']"
123,-1,"['look', 'bad']"
124,1,['torn']
125,1,"['like', 'everything', 'especially', 'viennese', 'schnitzel', 'schnitzel', 'love', 'outlet', 'typical', 'german', 'food']"
126,1,"['way', 'kenny', 'place', 'game', 'mahjong', 'mahjong', 'wish', 'luck', 'peepswoohoo', 'peepswoohoo']"
127,-1,"['oil', 'smack', 'bang', 'middle', 'afternoon', 'get', 'choice', 'time']"
128,1,"['happy', 'tonight', 'tonight']"
129,-1,"['flock', 'keep', 'crash']"
130,-1,"['think', 'upset', 'someone', 'night', 'guy']"
131,1,"['yes', 'get', 'gorgeous', 'countryside', 'well']"
132,1,"['haha', 'well', 'always', 'practice']"
133,-1,"['yeah', 'course', 'course', 'didnt', 'record', 'drum', 'though']"
134,-1,"['watch', 'fire', 'work', 'work', 'depress']"
135,-1,"['never', 'fall', 'asleep', 'sunday', 'get', 'soo', 'early', 'monday']"
136,-1,"['mad', 'maxwell', 'disable', 'museum', 'tonight', 'dont', 'ticket']"
137,1,"['heck', 'yeah', 'yeah', 'amp', 'itis', 'highlands', 'year', 'year']"
138,-1,"['captain', 'delay']"
139,-1,"['gh', 'artista', 'wwe', 'champ', 'champ', 'stupid', 'year', 'old', 'wwe', 'fan']"
140,1,"['good', 'morning']"
141,-1,"['dont', 'like', 'rainy', 'day', 'especially', 'rainy', 'day', 'boat', 'eating']"
142,-1,"['theyhad', 'bad', 'ke', 'ashton', 'soda']"
143,1,"['thanks', 'continue', 'follow', 'friday', 'love']"
144,1,"['new', 'youtube', 'update', 'video', 'upload']"
145,-1,"['wish', 'could', 'see', 'summer', 'phillywill', 'vacationsorry', 'good', 'luck', 'tour', 'tour']"
146,1,"['yay', 'get', 'laptop', 'back']"
147,-1,"['thats', 'gon', 'na', 'cruise']"
148,-1,"['fail', 'sharma', 'isnt', 'work', 'thats', 'favorites', 'app', 'app']"
149,1,"['hello', 'heaptweets', 'soo', 'would', 'know', 'tweet', 'go', 'use', 'big']"
150,-1,"['ur', 'link', 'work']"
151,-1,"['miss', 'friend']"
152,1,"['youre', 'rollthereis', 'stop']"
153,1,"['go', 'ton', 'side', 'work', 'week', 'excite', 'almost', 'feel', 'like', 'two', 'job']"
154,-1,"['sky', 'sign', 'without', 'actually', 'check', 'fit', 'dish', 'house', 'helpful', 'facing', 'day', 'two', 'web']"
155,1,"['kind', 'movie', 'like', 'watch', 'comedy', 'drama', 'action', 'etc', 'know', 'like', 'movie', 'hwan']"
156,-1,"['oh', 'boo', 'handle']"
157,-1,"['cable', 'internee', 'right']"
158,1,"['think', 'father', 'get', 'new', 'pa', 'soon', 'year', 'since', 'last', 'change']"
159,1,"['home', 'laugh', 'u', 'go', 'north', 'lastnight', 'tried', 'da', 'producer', 'hop', 'comment']"
160,-1,"['not', 'not', 'get', 'stretchmarks', 'hip', 'thats', 'probably', 'junk', 'food', 'go']"
161,1,"['suddenly', 'remind', 'good', 'old', 'o', 'game', 'play', 'dangerous', 'dave', 'today']"
162,-1,"['anyone', 'go', 'hang', 'weekend', 'boring', 'house']"
163,1,"['seriously', 'much', 'laugh', 'wwurbandictionarycom', 'try', 'guy']"
164,1,"['sweat', 'like', 'slave', 'like', 'degree', 'platform', 'outwhen', 'temp', 'rise', 'degreequot']"
165,1,"['ol', 'quotmitheringquot', 'not', 'hear', 'word', 'age']"
166,1,['see']
167,-1,['bad']
168,-1,"['cool', 'cool', 'heard', 'song', 'order', 'album', 'not', 'arrive', 'yet', 'come', 'gig', 'u']"
169,1,"['follow', 'friday', 'almost', 'think', 'celebrate', 'follow']"
170,-1,"['god', 'damn', 'bloody', 'block', 'bank', 'friction', 'holiday', 'arise', 'weather']"
171,1,"['james', 'franco', 'beautiful', 'yes']"
172,1,"['poor', 'dear', 'pray', 'dude']"
173,-1,"['good', 'morning', 'guy', 'sun', 'ever', 'shine', 'n']"
174,-1,"['well', 'code', 'last', 'night', 'still', 'not', 'work', 'say', 'use', 'already', 'keep', 'try', 'even', 'though']"
175,-1,"['asks', 'bait', 'mail', 'human', 'load', 'ang', 'globe']"
176,-1,"['watch', 'marshall', 'marketing', 'actually', 'good', 'movie', 'make', 'go', 'cry']"
177,1,"['help', 'goto', 'sleep']"
178,1,"['awesome', 'choice', 'choice']"
179,1,"['back', 'twitter', 'break', 'watch', 'jonas', 'brother', 'live', 'dream', 'marathon']"
180,-1,"['thats', 'ive', 'not', 'fun', 'fun']"
181,1,"['go', 'fantastic', 'week', 'week', 'good', 'day', 'twitter', 'pal', 'pal']"
182,-1,"['not', 'usually', 'early', 'usually', 'get', 'lol', 'got', 'block', 'noose']"
183,-1,"['ink', 'bring', 'food', 'tend', 'never', 'eat']"
184,-1,"['get', 'ear', 'acre', 'acre']"
185,-1,"['last', 'week', 'suck', 'mann']"
186,1,"['hilarious', 'name', 'like', 'day', 'good', 'hung', 'wish', 'ur', 'day', 'well']"
187,-1,"['hey', 'brandy', 'brandy', 'work']"
188,1,"['cat', 'purging', 'machine']"
189,1,"['test', 'driving', 'convertible', 'seriously', 'consider', 'porch']"
190,1,"['good', 'night']"
191,-1,"['scared', 'watch', 'scary', 'movie', 'someone', 'call']"
192,1,"['waste', 'money', 'could', 'better', 'spend', 'thing']"
193,1,"['ey', 'page']"
194,1,"['fine', 'didnt', 'county', 'get', 'euros', 'tomorrow', 'quietly', 'confident']"
195,-1,"['dispose', 'bum', 'not', 'answer']"
196,-1,"['sorry', 'miss', 'birthday', 'fun', 'della', 'tire', 'slightly', 'depress', 'head', 'acre', 'sorry']"
197,1,"['go', 'quote', 'viewquot', 'love', 'whoop', 'whoop', 'wish', 'would', 'join', 'twitterville']"
198,1,"['always', 'still', 'make', 'feel', 'love', 'lex']"
199,1,"['kill', 'si', 'battery', 'one', 'day', 'game']"
200,1,"['would', 'amaze', 'many', 'fan', 'tell', 'u']"
201,1,"['today', 'well', 'day']"
202,1,['bet']
203,-1,"['one', 'ever', 'need', 'twitter', 'friend']"
204,1,['goodnight']
205,1,"['want', 'palette', 'sonia', 'home']"
206,-1,"['doesnt', 'know', 'todayvery', 'bore']"
207,1,"['go', 'spend', 'time', 'sun', 'ex']"
208,1,"['band', 'practice', 'amaze', 'amaze', 'best', 'practice', 'far', 'video', 'later', 'later']"
209,-1,"['need', 'new', 'online', 'name', 'summit']"
210,1,"['cool', 'song', 'vid', 'feature', 'jack', 'black', 'itis', 'full', 'win']"
211,1,"['hobby', 'always', 'want', 'kiss']"
212,-1,"['take', 'work', 'borrow', 'day', 'day', 'super', 'excited', 'sleep', 'tomorrow', 'tomorrow', 'not', 'thrill', 'week', 'mite', 'go', 'strike']"
213,-1,"['hey', 'say', 'soo', 'good', 'emblem', 'monday', 'night', 'miss', 'la', 'la', 'land', 'awesome']"
214,1,"['recognize', 'view']"
215,-1,"['also', 'problem', 'thickness', 'packet', 'try', 'cut', 'postage', 'cost', 'well']"
216,-1,"['miss', 'everyone', 'love']"
217,-1,['work']
218,-1,"['meet', 'tyler', 'drummer', 'dangerous', 'summermakes', 'wish', 'tyler']"
219,1,"['soo', 'sleepy', 'screw', 'sleep', 'go', 'shopping', 'celebrate', 'celebrate']"
220,-1,"['sister', 'go', 'support', 'staff', 'tell', 'first', 'camp', 'get', 'excite', 'hop']"
221,1,"['awake', 'coffee', 'ready', 'go', 'church', 'feeling', 'bless', 'today']"
222,-1,"['much', 'unbearable', 'pain']"
223,-1,"['not', 'happy', 'pete', 'rang', 'look', 'like', 'go', 'hospital', 'time', 'soon']"
224,1,"['hike', 'joe', 'mia']"
225,1,"['relax', 'look', 'forward', 'weekend']"
226,-1,"['not', 'eat', 'dial', 'map', 'heavy', 'heart']"
227,-1,"['hay', 'finally', 'find', 'ambulance', 'pick', 'dog', 'hope', 'not', 'late']"
228,-1,"['yum', 'pizza', 'weakness', 'take', 'sabbatical', 'though']"
229,-1,"['please', 'please', 'stop', 'rain', 'rain', 'bob']"
230,1,"['morning', 'finally', 'get', 'stream', 'medium', 'pa', 'via', 'wireless', 'router', 'much', 'easy', 'use', 'sb', 'double', 'ah', 'tech', 'simplicity']"
231,1,"['www', 'teach', 'sew', 'bowl', 'bowl']"
232,-1,"['spouse', 'seem', 'think', 'stay', 'yrs', 'even', 'functional', 'income']"
233,1,"['hit', 'triple']"
234,-1,"['like', 'conan']"
235,1,"['thanks', 'follow', 'follow']"
236,1,"['bring', 'laptop', 'case', 'get', 'bore', 'internet', 'internet']"
237,-1,"['try', 'finish', 'work', 'college', 'college', 'not', 'work', 'work']"
238,-1,"['notice', 'forget', 'put', 'milk', 'away', 'grocery', 'run', 'last', 'night', 'cereal']"
239,1,"['whatis', 'add', 'follow', 'list', 'highly', 'recommend']"
240,1,"['get', 'brand', 'carlile', 'far', 'four', 'time', 'see', 'speech', 'speech']"
241,1,"['day', 'brother', 'wed']"
242,-1,"['homework', 'thats', 'bad']"
243,-1,"['www', 'rookie', 'damn', 'sure', 'though', 'feel', 'pain']"
244,1,"['wait', 'see', 'guy', 'live']"
245,1,"['senior', 'senior', 'please', 'join', 'u', 'baccalaureate', 'mass', 'tonight', 'stay', 'limelight']"
246,-1,"['ow', 'work']"
247,1,"['anytime', 'anytime']"
248,-1,"['leave', 'desk', 'lunch', 'motto', 'use', 'stupid', 'tiny', 'twitter']"
249,-1,"['willow', 'let', 'watch']"
250,-1,"['voodoo', 'voodoo', 'go', 'work', 'bac', 'next', 'month', 'month', 'not', 'present', 'behind', 'scene', 'production', 'excite']"
251,1,"['love', 'mcdonalds', 'worker', 'enthusiastic', 'say', 'look', 'like', 'actress']"
252,1,"['random', 'think', 'dreadful', 'matter', 'sailor', 'haha', 'go', 'singing', 'alot']"
253,1,"['black', 'team', 'lucky', 'hopefully', 'mar', 'bear', 'go', 'field', 'day', 'never', 'turn', 'journal']"
254,-1,"['bed', 'ruin', 'night', 'haa']"
255,1,"['say', 'thanks']"
256,-1,"['take', 'brit', 'airport']"
257,-1,[]
258,-1,"['hope', 'youwill', 'fantastic', 'summer', 'summer', 'summer', 'end', 'haha', 'hope', 'reply', 'reply']"
259,-1,"['od', 'never', 'know', 'played', 'smith', 'mean', 'part', 'movie', 'oh', 'go', 'cry']"
260,1,"['yes', 'yes', 'make', 'sex', 'pretty', 'baby', 'boys', 'girl', 'name', 'adam', 'kris']"
261,1,['give']
262,-1,"['wow', 'wow', 'yeah', 'agree']"
263,1,"['well', 'think', 'pretty', 'well', 'go', 'boardroom', 'pick', 'apart']"
264,1,"['would', 'love', 'see', 'gig', 'cardiff', 'wale', 'one', 'day', 'day', 'plan']"
265,-1,"['melt', 'onto', 'desk', 'unable', 'concentrate']"
266,-1,"['not', 'ready', 'monday', 'fu']"
267,-1,"['dont', 'know']"
268,1,"['site', 'bowling', 'instead', 'yay', 'get', 'second', 'warm']"
269,1,"['ooh', 'human', 'lovely', 'forget', 'guinea', 'itis', 'lovely', 'lovely', 'look', 'like', 'youve', 'get', 'sort', 'sort', 'yeah', 'look', 'forward', 'bake', 'bread']"
270,1,"['big', 'ginger', 'white', 'male', 'cat', 'little', 'female', 'tortoiseshell', 'indoor', 'cat', 'rule', 'house']"
271,1,"['jonathan', 'youre', 'big', 'sweetheart', 'love']"
272,1,"['watch', 'work', 'exhaust', 'think', 'make', 'sleepy']"
273,1,"['pete', 'rise']"
274,-1,"['fuck', 'fuck', 'not', 'go', 'able', 'get', 'day', 'another', 'year', 'atl']"
275,1,"['currently', 'twitter', 'jail', 'spoon', 'file', 'saw', 'pair', 'cuff']"
276,-1,"['lunch', 'time', 'dentist', 'app', 'time', 'not', 'get', 'speed', 'ticket', 'ticket']"
277,1,"['make', 'something', 'ea', 'julia']"
278,1,"['lucie', 'slater', 'year', 'year', 'see']"
279,-1,"['think', 'ever', 'bad', 'night', 'restughnightmaresand', 'shiveringand', 'lack', 'sleeping']"
280,1,"['really', 'really', 'make', 'smile', 'smile', 'lao']"
281,1,"['irl', 'night', 'night', 'night']"
282,-1,"['read', 'one', 'site', 'abc', 'season', 'start', 'august', 'ah', 'still', 'motto', 'wait', 'long', 'time']"
283,-1,['worried']
284,1,"['arent', 'tha', 'weather', 'lovely']"
285,-1,"['say', 'final', 'farewell', 'roommate', 'almost', 'finish', 'pack', 'itis', 'bust', 'red', 'california', 'divorce']"
286,1,"['whatever', 'worth', 'worth', 'well']"
287,1,"['dude', 'prom', 'chill', 'drinking', 'time']"
288,1,"['look', 'like', 'christie', 'michele', 'ad', 'heavy', 'rotation', 'love', 'every', 'song', 'think']"
289,-1,"['must', 'person', 'not', 'look', 'forward', 'bottom', 'much', 'work', 'get', 'do', 'really', 'can', 'not', 'bother']"
290,-1,"['quote', 'balance', 'past', 'duequot', 'rec', 'balance', 'relief', 'responsible', 'payne']"
291,1,"['quote', 'hand', 'tiedquot', 'see', 'rope']"
292,-1,"['feel', 'good', 'good', 'sorry', 'hear', 'fish']"
293,-1,"['headache', 'bad']"
294,-1,"['oh', 'headache', 'go', 'away', 'please']"
295,1,"['please', 'reply', 'huge', 'fan', 'dream', 'talk', 'please', 'reply', 'like', 'back', 'ground', 'lol']"
296,1,"['wow', 'youre', 'car', 'awesome', 'awesome', 'fun', 'alex']"
297,1,"['aha', 'see', 'thanks']"
298,-1,"['bye', 'bye', 'good', 'warm', 'weather', 'already', 'replace', 'cold', 'wind', 'pour', 'rain']"
299,-1,"['board', 'uk', 'uk']"
300,1,"['good', 'morning', 'twitter', 'time', 'get', 'ready', 'grad', 'practice', 'practice']"
301,1,"['watch', 'across', 'universe']"
302,-1,"['ill', 'ill', 'ill', 'leave', 'house', 'minute']"
303,1,"['armour', 'finally', 'add', 'taylor', 'member']"
304,1,"['check', 'lukas', 'original', 'stuff', 'stuff', 'ok', 'od', 'od', 'canada']"
305,-1,"['miss', 'special', 'someone', 'life']"
306,1,"['long', 'around']"
307,-1,"['love', 'weather', 'weather', 'bright', 'sunshine', 'bout', 'glasgow', 'glasgow', 'shame', 'motto', 'study', 'tho']"
308,1,"['ay', 'yoo', 'early', 'breakfast', 'first', 'watch', 'watch']"
309,-1,"['wish', 'beta', 'key', 'work', 'dont', 'want', 'wait', 'till', 'wednesday', 'play']"
310,1,"['watch', 'spongebob', 'go', 'watch', 'wayne', 'world', 'soon']"
311,1,"['good', 'good']"
312,-1,"['get', 'two', 'third', 'new', 'moon', 'three', 'day', 'eclipsethen', 'work', 'assignment', 'sadly', 'dna', 'write', 'self']"
313,-1,"['didnt', 'go', 'lake', 'windy']"
314,1,"['good', 'morning', 'miss']"
315,1,"['old', 'rare', 'rare']"
316,1,"['wish', 'social', 'life', 'rather', 'updating', 'twitter', 'know', 'single', 'people', 'like', 'bowl', 'baseball']"
317,1,"['thanks', 'rec', 'guy', 'guy']"
318,1,"['mean', 'please', 'especially', 'applies', 'applies']"
319,1,"['happy', 'iphone', 'great', 'work', 'order', 'sleep', 'sound', 'tonight']"
320,1,"['dont', 'get', 'start', 'obsession']"
321,1,"['get', 'home', 'pre', 'motto', 'wait', 'number', 'fully', 'port', 'make', 'receive', 'call']"
322,-1,"['www', 'bunch', 'people', 'talk', 'pretty', 'much', 'much']"
323,1,"['love', 'even', 'ricky', 'bobby', 'bobby']"
324,-1,"['wish', 'follower']"
325,-1,"['hate', 'leather', 'seat', 'summer', 'time', 'wear', 'short']"
326,1,"['damn', 'thats', 'pretty', 'impressive', 'impressive']"
327,1,"['good', 'see', 'another', 'palm', 'tree', 'user', 'india', 'india', 'love', 'tree', 'tree']"
328,1,"['panorama', 'news', 'twitter', 'official']"
329,1,"['format', 'tweet', 'reminds', 'stint', 'lit', 'speedsters', 'multiple', 'choice', 'question', 'writer']"
330,-1,"['good', 'morning', 'twitter', 'think', 'im', 'ill', 'not', 'good', 'want', 'go', 'home', 'bed', 'sucksucksuck']"
331,1,"['couldnt', 'agree', 'well', 'maybe', 'day', 'ad', 'ello']"
332,1,"['come', 'ireland']"
333,-1,"['go', 'line', 'bit', 'log', 'via', 'broken', 'computer', 'whilst', 'ry', 'fix', 'wireless', 'connection']"
334,-1,"['think', 'become', 'weak', 'web', 'skill']"
335,-1,"['walk', 'mom', 'dont', 'shed', 'go', 'call', 'name', 'lol']"
336,-1,"['feel', 'like', 'write', 'sixth', 'page', 'paper', 'hour', 'not', 'dunn', 'go', 'bed']"
337,1,"['well', 'settle', 'quebec']"
338,-1,"['dude', 'echo', 'cooler', 'est', 'friend', 'tried', 'remake', 'various', 'mixture', 'never']"
339,1,"['reach', 'awesome', 'expect', 'expect', 'drunken', 'eat', 'beanhelper', 'hamburger', 'helper', 'meat', 'pas', 'late']"
340,-1,"['oo', 'oo', 'whatever', 'happen', 'andrew', 'begin', 'quot', 'low', 'twin']"
341,-1,"['sick', 'much', 'work', 'doo']"
342,1,['download']
343,-1,"['ea', 'pla', 'pla', 'itis', 'horrible', 'addiction', 'addiction']"
344,1,"['ya', 'apprentice', 'ina']"
345,1,"['thats', 'awesome', 'awesome', 'make', 'video', 'take', 'picture', 'yesterday']"
346,1,"['loveyatoo', 'loveyatoo', 'thanks', 'follow']"
347,-1,"['musicmonday', 'danny', 'pathway', 'quot', 'song', 'bouquet', 'quota', 'knowjust', 'quotgiving', 'proof', 'yeah', 'itis', 'type', 'day']"
348,-1,"['move', 'can', 'not', 'watch', 'movie', 'movie', 'sound']"
349,-1,"['think', 'people', 'write', 'quottwitterrquot', 'quottwitterrquot']"
350,-1,"['clue', 'tell', 'lol', 'sorry']"
351,-1,"['slept', 'like', 'hour', 'hour']"
352,-1,"['think', 'might', 'fail', 'class', 'first', 'time', 'life']"
353,-1,"['back', 'kill', 'woman', 'suffer', 'monthdang', 'monthdang']"
354,-1,"['work', 'enjoy', 'another', 'overcast', 'morning', 'shelley', 'need', 'coffee']"
355,1,"['good', 'brian']"
