,0,1
47,-1,"['overzealous', 'steward', 'prevent', 'u', 'bring', 'car', 'seat', 'seat', 'worstflight', 'worstflight']"
48,1,"['please', 'send', 'linkemail', 'formally', 'compliment', 'irene', 'sly', 'best', 'customer', 'service', 'ever', 'paper']"
49,-1,"['not', 'able', 'confirmation', 'number']"
50,-1,"['nothing', 'mother', 'nature', 'like', 'poor', 'computation']"
51,-1,"['oh', 'get', 'well', 'apparently', 'make', 'u', 'wait', 'gate', 'psych', 'psych', 'need', 'device', 'come', 'gate', 'gate']"
52,-1,"['long', 'wait', 'literally', 'go', 'shop', 'different', 'center', 'lunch', 'prepare', 'dinner', 'surprise', 'itis', 'winter', 'winter', 'staff', 'well']"
53,-1,"['item', 'sentimental', 'value', 'heartbroken', 'miss']"
54,-1,"['friend', 'schedule', 'close', 'together', 'ax', 'not', 'reimburse', 'itis', 'cost', 'amp']"
55,-1,"['regard', 'flight', 'couple', 'week', 'ago', 'frustrate', 'policy', 'amp', 'express']"
56,-1,"['itis', 'shame', 'choose', 'united', 'may', 'difference', 'reunite', 'age', 'friend', 'never', 'see', 'poorservice']"
57,1,"['happy', 'friend', 'hope', 'weather', 'isnt', 'cause', 'many', 'headache']"
58,0,"['usa', 'help', 'line', 'accidentally', 'book', 'flight', 'thursday', 'instead', 'wednesday', 'want', 'switch']"
59,0,"['airway', 'see', 'significant', 'drop', 'short', 'interest', 'blu', 'mideast', 'time']"
60,1,"['thanks', 'lovely', 'soft', 'view', 'view', 'travel']"
61,-1,"['scavenger', 'hunt', 'location', 'anything', 'common', 'play', 'detective', 'try', 'figure', 'one', 'atl']"
62,-1,"['bad', 'weather', 'wasnt', 'surprise', 'surprise', 'doubletriple', 'staff', 'hand', 'handle', 'call', 'way', 'treat', 'customer']"
63,-1,"['thanks', 'responsetough', 'night', 'involve', 'flight', 'get', 'cancel', 'light', 'start', 'tax', 'runway']"
64,0,"['well', 'not', 'sure', 'bold', 'bold', 'lol', 'say', 'didnt', 'believe']"
65,0,"['please', 'upload', 'march', 'demand', 'entertainment', 'list', 'website', 'website']"
66,1,"['set', 'fly', 'not', 'bad', 'first', 'date', 'giant', 'metal', 'bird', 'machine', 'even', 'bring', 'snack']"
67,-1,"['yesterday', 'delay', 'ix', 'hour', 'ns', 'explanation', 'pay', 'os', 'fly', 'amp', 'treat', 'ur', 'customer']"
68,0,"['would', 'love', 'combine', 'use', 'act', 'unfortunately', 'one', 'middle', 'name', 'amp', 'one', 'middle', 'initial', 'willow', 'allow', 'change']"
69,-1,"['couldnt', 'sun', 'suppose', 'mon', 'today']"
70,-1,"['ill', 'call', 'morning', 'upset', 'right']"
71,-1,"['speak', 'corp', 'customer', 'support', 'already', 'shame', 'probably', 'reasonable', 'cheap', 'resolution', 'regard']"
72,-1,"['go', 'homeless', 'place', 'stay', 'tonight', 'respond', 'go', 'back', 'sleep']"
73,0,"['date', 'can', 'not', 'update', 'via', 'google', 'play']"
74,-1,"['understand', 'much', 'often', 'seem', 'like', 'quick', 'request', 'desk', 'take', 'question', 'ask']"
75,-1,"['error', 'prefer', 'status', 'amp', 'not', 'able', 'reach', 'agent', 'via', 'phone', 'travel', 'friday', 'need', 'resolve', 'contact', 'info']"
76,-1,"['sit', 'gate', 'flight', 'hour', 'due', 'sabre', 'backup', 'plan', 'place', 'sabre', 'can', 'not', 'fix']"
77,0,"['able', 'watch', 'oscar', 'flight', 'tomorrow']"
78,0,"['happens', 'every', 'time', 'newark']"
79,-1,"['radio', 'can', 'not', 'transfer', 'credit', 'amp', 'youre', 'take', 'cancel', 'fight', 'atleast', 'let', 'keep', 'credit', 'damn']"
80,-1,"['do', 'want', 'send', 'screen', 'shot', 'second', 'call', 'minute']"
81,-1,"['please', 'help', 'u', 'check', 'never', 'expect', 'make', 'travel', 'painful', 'like', 'rest', 'suddenintlcheckin']"
82,1,"['thanks', 'follow', 'glad', 'get', 'bag', 'back']"
83,0,"['help', 'rerouted', 'trip']"
84,-1,"['time', 'row', 'flight', 'jak', 'disaster', 'last', 'time', 'wasnt', 'allow', 'fly', 'standby', 'hour', 'delay', 'notification']"
85,-1,"['guy', 'suck', 'suck']"
86,-1,"['didnt', 'call', 'try', 'youwill', 'understand', 'itis', 'not', 'possible', 'reach', 'agent', 'dont', 'know', 'els']"
87,-1,"['thank', 'still', 'wish', 'someone', 'pick', 'phone', 'dead', 'phone', 'take', 'tweet', 'refund', 'confirmation']"
88,-1,['noose']
89,0,"['arent', 'base', 'chicago', 'hunt', 'lt', 'not', 'home', 'city', 'city', 'please', 'bring', 'one', 'home']"
90,0,['bro']
91,-1,"['dont', 'believe', 'thats', 'not', 'team', 'tell', 'u']"
92,-1,"['hour', 'still', 'one', 'yuma', 'counter']"
93,-1,"['change', 'make', 'hour', 'something', 'take', 'second', 'online', 'not', 'thrill', 'love', 'agent', 'though']"
94,0,"['please', 'come', 'minneapolis', 'paul', 'paul']"
95,-1,"['contact', 'yesterday', 'tell', 'therein', 'nothing', 'suggest', 'email', 'compensation', 'service']"
96,-1,"['screw', 'expect', 'expect', 'never', 'gan', 'gan']"
97,0,"['easy', 'fix', 'let', 'business', 'select', 'actually', 'board', 'board', 'record']"
98,-1,"['united', 'nothing', 'apparently', 'fly', 'time', 'last', 'week', 'experience', 'inch', 'today', 'clusterfuck']"
99,-1,"['wait', 'hour', 'pilot', 'pilot', 'house', 'dew']"
100,-1,['resolution']
101,-1,"['terrible', 'response', 'response', 'someone', 'pick', 'phone', 'call', 'meet', 'hour', 'luggage']"
102,-1,"['entire', 'process', 'take', 'soo', 'long', 'decent', 'seat', 'leave', 'customerservice']"
103,1,"['big', 'thanks', 'winston', 'assist', 'phone', 'baggage', 'claim', 'issue', 'today', 'really', 'go', 'extra', 'mile', 'mile']"
104,0,"['add', 'pillow', 'instead', 'lieflat', 'seat', 'first', 'class', 'arm', 'race']"
105,-1,"['sign', 'notification', 'first', 'trip', 'not', 'update', 'not', 'sure', 'happen']"
106,-1,"['bad', 'rep', 'jacksonville', 'airport', 'rude', 'totally', 'not', 'helpful']"
107,0,"['lol', 'fleet', 'fleet', 'see', 'forall', 'billion', 'new', 'jet', 'deck']"
108,-1,"['buffalo', 'flight', 'late', 'flight']"
109,-1,"['crappy', 'flight', 'due', 'delay', 'rude', 'staff', 'member', 'happy', 'report', 'pay', 'check', 'luggage', 'itis', 'ruin']"
110,-1,"['fail', 'day', 'long', 'blame']"
111,1,"['appreciate', 'response']"
112,0,"['afternoon', 'flight', 'go', 'bin', 'jak', 'seem', 'find', 'early', 'morning', 'flight']"
113,0,"['dallas', 'chance', 'catch', 'boston', 'need', 'run', 'gate']"
114,-1,"['ask', 'lot', 'customer', 'routinely', 'screw', 'know', 'right']"
115,-1,"['ah', 'thats', 'fund', 'fix', 'break', 'plane', 'upon', 'sat', 'ah', 'runway', 'go']"
116,-1,"['dont', 'check', 'baggage', 'dont', 'lose']"
117,-1,"['guy', 'suck', 'delay', 'get', 'er', 'didnt', 'even', 'courtesy', 'let', 'know', 'unitedairlines']"
118,0,"['upcoming', 'changesdeval', 'try', 'tell', 'not', 'fly', 'southwest', 'anymore', 'loyal', 'far', 'get']"
119,-1,"['help', 'ebook', 'passenger', 'via', 'twitter', 'hold', 'hour', 'thanks', 'thanks']"
120,-1,"['itis', 'hard', 'stay', 'upset', 'someone', 'least', 'tr', 'show', 'remorse']"
121,-1,"['quick', 'reply', 'dont', 'think', 'assist', 'grip', 'put', 'considerable', 'inconvenience', 'today']"
122,-1,"['newark', 'land', 'minute', 'early', 'lose', 'time', 'wait', 'tarmac', 'gate']"
123,-1,['die']
124,0,"['wouldnt', 'awesome', 'first', 'time', 'fly', 'destinationdragons', 'destinationdragons']"
125,1,"['twitter', 'team', 'guy', 'kill', 'schedule', 'assoonaspossible', 'thank']"
126,-1,"['can', 'not', 'believe', 'would', 'refer', 'number', 'one', 'seem', 'get', 'really', 'need', 'help', 'help', 'assoonaspossible']"
127,1,['thank']
128,-1,"['drunk', 'guy', 'throw', 'flight', 'ago', 'well', 'rest', 'u', 'hold', 'plane', 'without', 'food']"
129,-1,"['umm', 'think', 'air', 'computersweredown', 'hour', 'flight', 'hour', 'late', 'flight']"
130,-1,"['united', 'call', 'work', 'tell', 'itis', 'fault', 'late', 'flight']"
131,-1,"['people', 'strand', 'suck', 'good', 'yet', 'weasel', 'flight', 'book', 'problem', 'room', 'people', 'claim', 'weather']"
132,-1,"['flight', 'cancel', 'light', 'website', 'say', 'call', 'phone', 'numbering', 'say', 'check', 'online', 'suppose', 'get', 'help']"
133,-1,"['agent', 'refuse', 'help', 'busy', 'amp', 'need', 'call', 'advantage', 'ns', 'ne', 'willing', 'help', 'apparently', 'exec', 'plat', 'mean', 'er']"
134,-1,"['go', 'stuck', 'florida', 'day', 'wouldnt', 'hold', 'connecting', 'flight', 'ga']"
135,-1,"['united', 'vote', 'every', 'year', 'one', 'bad', 'airline', 'enjoy', 'title', 'give', 'jebediah', 'free', 'pass']"
136,-1,"['book', 'airway', 'site', 'dont', 'see', 'cancelled', 'flight', 'link']"
137,0,"['clearvision', 'tu', 'unite', 'terminal', 'airport']"
138,-1,"['waited', 'hour', 'ns', 'luggage', 'line', 'long', 'leave', 'airport', 'flight', 'cancel', 'lighted', 'luggage', 'gt', 'hold', 'hour', 'far']"
139,-1,"['can', 'not', 'get', 'anyone', 'deal', 'person', 'cowardly', 'customer', 'service', 'can', 'not', 'look', 'eye', 'anyone']"
140,-1,"['app', 'isnt', 'work', 'take', 'like', 'two', 'hour', 'help']"
141,-1,"['flight', 'leave', 'la', 'vega', 'arrive', 'chime']"
142,-1,"['use', 'monthly', 'minute', 'hold', 'asshole']"
143,0,"['thanks', 'get', 'look', 'like', 'wise', 'service', 'stop', 'aug', 'case', 'can', 'not', 'find', 'one', 'date', 'flight']"
144,-1,"['noise', 'late', 'flight', 'north']"
145,0,"['contact', 'miss', 'rapid', 'reward', 'credit']"
146,-1,"['pay', 'cab', 'back', 'airport', 'show', 'baggage', 'dept', 'wet', 'shirt', 'suit', 'not', 'viable', 'option', 'time', 'happen', 'happen']"
147,-1,"['without', 'notify', 'though', 'americana', 'dont', 'like', 'cancel', 'fight', 'flight', 'kim', 'weather', 'not', 'play', 'nice', 'u']"
148,1,"['thanks', 'thanks']"
149,-1,"['even', 'ask', 'offer', 'help', 'can', 'not', 'anything', 'terriblecustomerservice', 'unitedairlines']"
150,1,"['prop', 'employee', 'work', 'gate', 'not', 'oppose', 'fly', 'future', 'future']"
151,-1,"['fly', 'denver', 'march', 'flight', 'literary', 'keep', 'get', 'change', 'heckbooked', 'trip', 'month', 'ago']"
152,-1,"['still', 'suck', 'dont', 'understand', 'two', 'service', 'agent', 'long', 'line', 'houston', 'international', 'gate', 'unitedsucks']"
153,-1,"['airway', 'can', 'not', 'book', 'flight', 'online', 'phone', 'customer', 'service', 'usually', 'great', 'anything', 'help']"
154,-1,"['keep', 'drop', 'call', 'willow', 'even', 'let', 'stay', 'hold', 'busy', 'idontwanttocallback']"
155,-1,"['not', 'sure', 'revoke', 'line', 'airport', 'try', 'work', 'earlier', 'get', 'good']"
156,0,"['time', 'cancel', 'light']"
157,-1,"['wife', 'amp', 'infant', 'daughter', 'abide', 'en', 'route', 'delay', 'hold', 'du', 'connect']"
158,-1,"['flight', 'arrive', 'early', 'delay', 'due', 'gate', 'available', 'min', 'late', 'flight', 'tarmac']"
159,-1,"['late', 'flight']"
160,-1,"['apparently', 'ask', 'people', 'board', 'planet', 'big', 'miscalculation', 'make', 'make']"
161,1,"['blue', 'help', 'bring', 'color', 'eye', 'promise', 'didnt', 'eat', 'free', 'snack']"
162,-1,"['thanks', 'apology', 'itis', 'bit', 'late', 'flight', 'cancel', 'fight', 'flight', 'advance', 'due', 'weather', 'ridiculous']"
163,-1,"['stuck', 'rd', 'unite', 'can', 'not', 'find', 'airplane', 'lol', 'upset', 'terminal', 'right']"
164,-1,"['thanks', 'tell', 'flight', 'get', 'cancel', 'light', 'wasnt', 'missing', 'luggage', 'thanks', 'fam', 'fam']"
165,-1,"['agent', 'force', 'check', 'carry', 'bag', 'receive', 'bag', 'find', 'crew', 'steal', 'lose', 'business', 'business']"
166,0,"['change', 'mileageplus', 'program', 'winner', 'loser', 'airline', 'travel', 'loyalty', 'reward']"
167,0,"['contacted', 'bank', 'take', 'money', 'today', 'also', 'contact', 'say', 'reservation']"
168,-1,"['dont', 'apologize', 'something', 'word', 'mean', 'nothing', 'action', 'work', 'mom']"
169,0,"['try', 'change', 'ax', 'mona', 'morning', 'ax', 'flight', 'help']"
170,1,"['thank', 'confirmation']"
171,-1,"['not', 'sell', 'ticket', 'terrible', 'service', 'staff', 'can', 'not', 'reach', 'silver']"
172,-1,"['see', 'guy', 'amaze', 'one', 'company', 'continually', 'make', 'mistake', 'yet', 'fail', 'hold', 'accountable', 'error']"
173,-1,"['still', 'cricket', 'customer', 'service']"
174,1,"['worry', 'customer', 'service', 'get', 'bad', 'wrap', 'speak', 'agent', 'save', 'huge', 'amount', 'time', 'amp', 'apologize', 'yesterday']"
175,-1,"['pretty', 'bad', 'dew', 'update', 'two', 'flight', 'behind', 'door', 'open', 'breeze', 'america', 'airlines', 'worker']"
176,-1,"['third', 'lose', 'bag', 'amp', 'min', 'hold', 'tell', 'would', 'eventually', 'get', 'bag', 'completely', 'unacceptable']"
177,1,"['know', 'lot', 'baggage', 'want', 'know', 'really', 'enjoy', 'inside', 'get']"
178,0,"['think', 'snow', 'boston', 'effect', 'flight']"
179,1,"['yeah', 'haha', 'never', 'one', 'itis', 'expensive', 'much', 'fun', 'fun', 'destinationdragons']"
180,-1,"['unhappy', 'united', 'service', 'read', 'ralph', 'anders', 'open', 'letter', 'pal', 'ceo', 'leave', 'comment']"
181,-1,"['go', 'thru', 'detail', 'flight', 'want', 'record', 'repeat', 'real', 'person', 'get', 'line']"
182,1,"['thank', 'one', 'month', 'ago', 'none', 'weird', 'dont', 'club', 'one', 'busiest', 'airport']"
183,-1,"['please', 'way', 'get', 'touch', 'someone', 'help', 'platinum', 'consider', 'quit']"
184,-1,"['serious', 'thread', 'maybe', 'guys', 'reread', 'fail']"
185,1,"['would', 'also', 'like', 'say', 'kind', 'move', 'add', 'point']"
186,-1,"['final', 'call', 'back', 'ut', 'spoken', 'like', 'bad', 'prank', 'call', 'ver', 'ver']"
187,-1,"['flight', 'cancel', 'light', 'two', 'hour', 'hold', 'hang', 'little', 'help']"
188,0,"['sure', 'run', 'version']"
189,0,"['carol', 'thrower', 'passenger', 'fort', 'lauderdale', 'airport']"
190,0,"['award', 'longer', 'show', 'available', 'could', 'possible', 'become', 'available']"
191,-1,['thats']
192,0,"['atlantic', 'plough', 'lone', 'burrow', 'middleeast']"
193,0,"['hi', 'friend', 'friend', 'question', 'moment']"
194,0,"['confirmation', 'number', 'njvbp', 'need', 'email', 'confirmation', 'flight', 'ny', 'feb']"
195,-1,"['cloud', 'not', 'yet', 'please', 'help']"
196,1,"['appreciate', 'reply', 'though']"
197,1,"['far', 'less', 'painful', 'come', 'avis']"
198,1,"['ok', 'worry', 'thanks', 'straight', 'story', 'itis', 'appreciate']"
199,0,"['thank', 'response', 'book', 'try', 'number', 'airway', 'number', 'time', 'doesnt', 'pick']"
200,1,"['fly', 'fabulous', 'seductive', 'sky', 'take', 'stress', 'away', 'travel']"
201,-1,"['idiot', 'keep', 'time', 'plane', 'tarlac', 'hour', 'force', 'u', 'not', 'minute']"
202,0,"['still', 'wait', 'response', 'whether', 'not', 'allow', 'use', 'rear', 'facing', 'car', 'seat', 'era']"
203,0,"['want', 'guy', 'first', 'fly', 'cuba', 'ny']"
204,0,"['possible', 'redeem', 'mile', 'one', 'part', 'round', 'trip', 'itinerary', 'without', 'book', 'two', 'separate', 'reservation']"
205,-1,"['top', 'flight', 'attendant', 'talk', 'loudly', 'flight', 'even', 'light', 'dam', 'result', 'sleep']"
206,0,"['educate', 'boo', 'wall', 'volunteer', 'staff', 'help', 'kid', 'buy', 'plane', 'ticket', 'can', 'not', 'help']"
207,-1,"['respond', 'can', 'not', 'watch', 'min', 'film', 'cut', 'prolonged', 'pro', 'time', 'beyond', 'frustrate']"
208,-1,"['trouble', 'sign', 'treble', 'today', 'despite', 'right', 'credential', 'get', 'not', 'able', 'sign', 'mug']"
209,1,"['southwest', 'definitely', 'favorite', 'airline', 'fly', 'fly']"
210,-1,"['delay', 'need', 'extra', 'min', 'make', 'would', 'appreciate', 'little', 'help', 'week']"
211,-1,"['dont', 'know', 'aware', 'premier', 'access', 'line', 'close', 'terminal', 'feel', 'love']"
212,-1,"['dont', 'tell', 'update', 'board', 'board']"
213,-1,"['still', 'hold', 'hour', 'minute', 'count', 'platinum', 'care', 'problem', 'check', 'care']"
214,-1,"['miss', 'crew', 'passenger', 'doc', 'problem', 'frozen', 'toilet', 'plane', 'give', 'money', 'back']"
215,0,"['true', 'therein', 'new', 'livery', 'new', 'website', 'website']"
216,0,"['dallasfort', 'worth', 'flight', 'number']"
217,-1,"['sister', 'suppose', 'leave', 'go', 'back', 'shed', 'get', 'kid', 'neverflyusairways']"
218,-1,"['stood', 'last', 'night', 'give', 'second', 'chance', 'boy', 'meet', 'airline', 'ask', 'fly', 'home']"
219,-1,"['book', 'wrong', 'flight', 'flight', 'px', 'desk', 'wait', 'hour', 'hour']"
220,1,"['drink', 'voucher', 'next', 'flight', 'win']"
221,-1,"['disrespect', 'can', 'not', 'even', 'begin', 'explain', 'issue', 'woman', 'literally', 'yell', 'pull']"
222,-1,"['seat', 'disgust', 'old', 'dirty', 'go', 'refurbish', 'plane', 'air', 'jak', 'pox']"
223,1,"['go', 'mint', 'crew', 'flight', 'ax', 'theyre', 'mintalicious', 'truebluelove', 'shelleyandmarcrock', 'travel', 'air']"
224,-1,"['u', 'wife', 'boston', 'say', 'snow', 'right']"
225,-1,"['willow', 'answer', 'reservation', 'line', 'line', 'nice', 'service', 'may', 'stick']"
226,-1,"['ny', 'flight', 'delay', 'miss', 'connection', 'sacramento', 'chicago']"
227,1,"['need', 'get', 'cog', 'bag', 'thanks']"
228,-1,"['whose', 'performing']"
229,-1,"['not', 'sell', 'post', 'doorclose', 'shuffle', 'way', 'sell', 'drinkssnacks', 'people', 'flight', 'selfupgraded', 'wo', 'pay']"
230,-1,"['get', 'call', 'du', 'baggage', 'except', 'doesnt', 'help', 'can', 'not', 'get', 'fly', 'back', 'home']"
231,-1,"['call', 'soon', 'go', 'tomorrow', 'like', 'show', 'app', 'not', 'good', 'option']"
232,-1,"['stuck', 'philadelphia', 'airport', 'hour', 'due', 'maintenance', 'reading', 'flight', 'back', 'home', 'disgusting']"
233,0,[]
234,1,"['hold', 'plane', 'plane', 'make']"
235,-1,"['wow', 'still', 'screw', 'stuff']"
236,-1,"['flight', 'dna', 'ga', 'cancel', 'lighted', 'morning', 'look', 'like', 'flight', 'dna', 'take', 'chance']"
237,0,"['look', 'forward', 'get', 'resolve', 'touch']"
238,-1,"['good', 'info', 'already', 'sign', 'option', 'none', 'sound', 'like', 'apply', 'miss', 'email']"
239,1,['thanks']
240,-1,"['call', 'amp', 'say', 'high', 'call', 'volume', 'call', 'back', 'minute', 'international', 'call', 'way', 'someone', 'contact']"
241,-1,"['plus', 'help', 'get', 'resolve', 'amp', 'reimbursement', 'make', 'racial', 'rico', 'plus', 'send', 'private', 'mug', 'phone', 'number', 'email', 'address']"
242,-1,"['delay', 'salt', 'floor', 'previous', 'passenger', 'want', 'fly', 'dont', 'care', 'shoe', 'ua']"
243,1,"['really', 'really', 'thats', 'good', 'hear', 'hear', 'thanks', 'update', 'may', 'make', 'business', 'meeting']"
244,-1,"['cancelled', 'flight', 'trip', 'lt', 'weather', 'easy', 'air', 'make', 'pay', 'use', 'credit', 'never']"
245,-1,"['ok', 'pilot', 'look', 'agent', 'jump', 'felt', 'dew', 'crazy']"
246,-1,"['great', 'job', 'get', 'flight', 'minute', 'early', 'bad', 'minute', 'count', 'waiting', 'bag']"
247,-1,"['ridiculous', 'planebroken', 'can', 'not', 'wait', 'board', 'one', 'home', 'hour', 'late', 'flight', 'neverontime', 'brutal', 'paymytab']"
248,-1,"['hey', 'flight', 'dew', 'stuck', 'gate', 'gate', 'agent', 'plane', 'full', 'people', 'miss', 'connection']"
249,0,"['ok', 'info']"
250,-1,"['gate', 'agent', 'disappear', 'customer', 'service', 'agent', 'miserable', 'unhelpful', 'meltdown', 'neveragain']"
251,-1,"['never', 'fly']"
252,-1,"['go', 'keep', 'tweet', 'come', 'till', 'somethingwith', 'know', 'nothinghoping', 'go', 'wasnt', 'likely']"
253,1,['thank']
254,1,"['well', 'thankful', 'theyhave', 'get', 'nice', 'food', 'court', 'herwhen', 'update', 'post']"
255,-1,"['pity', 'machine', 'reply', 'perhaps', 'story', 'not', 'unusual', 'expect', 'well', 'response', 'give', 'article', 'flight', 'magazine']"
256,-1,"['every', 'time', 'search', 'flight', 'site', 'logs', 'give', 'error', 'message', 'book', 'different', 'airline', 'cancel', 'flight', 'card']"
257,-1,"['gold', 'desk', 'quote', 'ebook', 'due', 'weather', 'buy', 'first', 'seat', 'flight', 'hold', 'min']"
258,-1,"['get', 'worked', 'postpone', 'trip', 'pay', 'extra', 'though', 'not', 'easy', 'poor', 'graduate', 'student']"
259,0,"['can', 'not', 'control', 'weatherflight', 'attendantcan', 'control', 'thisgreen', 'act', 'bag', 'amp', 'amp', 'count', 'yep', 'thats']"
260,-1,"['suck', 'ruin', 'day', 'vacation', 'isnt', 'even', 'june']"
261,-1,"['disappointment', 'not', 'bag', 'arrive', 'keep', 'without', 'option', 'ah']"
262,-1,"['cancel', 'lighted', 'flight', 'didnt', 'notify', 'ebook', 'phone', 'can', 'not', 'get', 'agent', 'epic', 'fail']"
263,-1,"['flight', 'wait', 'weight', 'balance', 'info', 'past', 'minute', 'minute']"
264,-1,"['youre', 'try', 'solve', 'problem', 'make', 'charge', 'check', 'luggage', 'force', 'check', 'gate', 'brilliant']"
265,-1,"['really', 'delay', 'virgin', 'island', 'not', 'even', 'food', 'voucher']"
266,0,"['doesnt', 'charge', 'fee', 'change', 'award', 'ticket', 'long', 'origin', 'destination', 'amp', 'award', 'type', 'remains']"
267,-1,"['jetblue', 'okay', 'thats', 'silly', 'guess', 'watch', 'oscar', 'purely', 'twitter', 'reaction', 'tonight', 'oscar']"
268,1,['see']
269,-1,"['yes', 'well', 'iv', 'ur', 'old', 'fol', 'please', 'tell', 'typical', 'typical', 'try', 'understanding']"
270,-1,"['whatis', 'good', 'number', 'call', 'speak', 'someone', 'fix', 'people', 'luggage', 'saturday']"
271,-1,"['even', 'legal', 'guy', 'advertise', 'flight', 'can', 'not', 'honor']"
272,0,"['well', 'spell', 'name', 'wrong']"
273,-1,"['try', 'change', 'thursday', 'flight', 'therein', 'ridiculous', 'wait', 'time', 'phone', 'website', 'isnt', 'help']"
274,-1,"['inform', 'three', 'hour', 'delay', 'pick', 'phone', 'get', 'another', 'flight', 'flight']"
